Li,C,N,Mg,Al,Si,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Zr,Nb,Mo,Sn,Hf,Ta,W,Re,dHmix,dSmix,dGmix,电子数差,原子尺寸差,电子浓度,元素种类,密度,熔点
0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0,-4.64,13.38,769.197496,0.34,3.21,5.4,5,12.36,2962.8
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,1.0,0,-3.222222222,14.8975162,639.1645544,0.354483192,5.720897965,4.666666667,6,11.20730067,2476.410793
0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,34.0,34.0,0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0,-4.2928,11.58277271,419.0245945,0.120166551,2.18471415,8.5,5,8.587067955,1602.912293
0,0.0,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,5.0,40.0,5.0,0.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0,-34.1,10.50003754,404.8157454,0.212569988,9.260965256,7.0,5,6.471585556,1542.285346
0,0.0,0,0.0,10.0,0.0,6.0,0.0,8.0,0.0,15.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0,0.75,0.5,0.0,0,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0,-1.6,13.38,634.561604,0.31,5.06,4.6,5,8.7,2444.2
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,3.5,11.53,697.736195,0.12,3.95,4.5,4,11.06,2668.5
0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,-13.6,13.38,555.5965658,0.23,4.87,4.8,5,6.57,2140.09
0,0.0,0,0.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0,0.0,0.0,0.0,0,-0.96,10.92382327,518.8312471,0.121082616,7.023519911,4.5,4,6.594663456,1979.7
1,0.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,-6.08,13.38,182.1381196,0.33,5.16,4.4,5,3.89,701.58
0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-17.6,13.38161053,320.041837,0.153544782,7.162214461,7.2,5,6.121404056,1232.807266
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71
0,0.0,0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-2.666666667,13.14594406,553.6381766,0.289524941,6.554204762,4.777777778,5,7.219283319,2130.583805
0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,40.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-3.4172,10.79468703,374.5031969,0.142942331,3.715774934,8.26,5,8.030897709,1428.295292
0,0.0,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0,2.5,11.53,609.5544375,0.13,4.12,4.25,4,8.4,2331.25
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892.0
0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0,-4.64,13.38,769.197496,0.34,3.21,5.4,5,12.36,2962.8
0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-8.96,13.38161053,419.2797342,0.115134704,2.213558747,7.6,5,7.70338428,1615.019241
0,0.0,0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0,1.0,0.0,0.0,0,-2.188365651,12.6484181,544.2137787,0.165384845,8.125950407,4.394736842,5,8.294155814,2090.311736
0,0.01,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.554563528,13.47464902,386.5139946,0.142584003,3.704143663,7.992015968,6,8.017003668,1489.328683
0,0.0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-19.42857143,11.23935679,387.9846334,0.031943828,2.657710254,8.285714286,4,7.119174974,1482.285714
0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,20.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.76,11.76515168,401.9300538,0.116510729,1.823651253,8.35,5,8.161002668,1538.595698
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-3.75,11.53,489.4027225,0.1,1.03,8.25,4,8.17,1871.75
0,0.0,0,0.0,13.0,0.0,4.0,0.0,0.0,33.0,36.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-11.8635355,11.80885555,342.0813631,0.149505967,5.723897154,7.25,5,6.861238055,1309.742822
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-5.5,11.52629192,395.4734835,0.150499169,3.446992938,8.0,4,8.065458132,1512.5
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0,0.0,0.0,0.0,0,-17.38408304,12.70837022,428.692442,0.070332871,4.966561777,4.235294118,5,5.587998462,1647.036543
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0,-1.6,13.38,634.561604,0.31,5.06,4.6,5,8.7,2444.2
0,0.0,0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.5,0.0,0.0,0,-33.39067451,14.53503029,530.306829,0.269467056,9.987340405,4.425531915,6,7.040484702,2051.884324
0,0.0,0,0.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,-9.351800554,13.33280622,497.3287529,0.232764906,3.863331752,4.684210526,5,6.606534579,1915.290482
0,0.0,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,16.67,16.67,16.67,0.0,25.0,0.0,0.0,0,0.0,0.0,0.0,0,-29.7219997,13.21207256,396.1143429,0.242639159,10.47752111,7.00029997,5,6.821779186,1524.874804
0,0.0,0,0.0,5.0,0.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,24.0,0.0,0,0.0,0.0,0.0,0,-6.8576,11.29799536,491.5373168,0.109284766,5.289095698,4.24,5,6.068935026,1878.25911
0,0.0,0,0.0,14.0,0.0,0.0,0.0,34.0,0.0,34.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346
0,0.0,0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0,0.75,0.5,0.0,0,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887
0,0.0,0,0.0,21.0,0.0,0.0,0.0,0.0,33.0,28.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-13.4844,11.29676653,324.7052707,0.14752071,5.708363976,6.98,4,6.482580111,1240.79
0,0.0,0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.6,1.0,0.0,0,-6.33,14.5,619.66987,0.12,4.11,4.32,6,9.09,2397.2
0,0.0,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0,-11.94453931,13.2671945,361.0007326,0.124400344,5.422491548,7.652892562,6,7.083622569,1389.938697
0,0.0,0,0.0,4.0,0.0,0.0,0.0,19.2,19.2,19.2,19.2,19.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-6.322176,14.24271136,375.9925115,0.138970293,4.070146924,7.8,6,7.726255054,1453.094657
0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,-15.40740741,13.14594406,428.7017339,0.037646832,5.232513176,4.444444444,5,5.64713986,1649.838175
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3.2,13.38,459.257999,0.09,1.07,8.8,5,8.33,1768.95
0,0.0,0,0.0,0.3,0.0,0.0,0.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-6.553819444,12.61433915,373.8084995,0.135874227,4.546837188,7.479166667,5,7.385875928,1435.620733
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0,-6.5,11.53,825.6503925,0.36,2.27,5.5,4,13.64,3157.75
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0,2.5,11.53,609.5544375,0.13,4.12,4.25,4,8.4,2331.25
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523.0
0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.0,0.5,0.0,0,-16.84,14.53,560.6278523,0.22,4.34,4.3,5,7.15,2169.09
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.05,0,0.0,0.0,0.0,0,-11.94453931,13.2671945,361.0007326,0.124400344,5.422491548,7.652892562,6,7.083622569,1389.938697
0,0.0,0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.27,12.83,469.9351993,0.11,3.49,7.88,5,7.64,1806.29
0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,-16.25,11.53,510.3391989,0.03,3.3,4.25,4,5.5,1951.87
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,354.1129114,0.12,5.78,7.2,5,6.73,1364.02
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,2.72,13.38,655.02398,0.12,4.01,4.4,5,9.9,2523.0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,20.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.76,11.76515168,401.9300538,0.116510729,1.823651253,8.35,5,8.161002668,1538.595698
0,0.0,0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-23.25,11.52629192,317.4058316,0.166883193,6.924399486,7.0,4,5.758848377,1214.0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892.0
0,0.0,0,0.0,7.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-14.27664399,7.584109888,246.5697241,0.11075089,6.003747224,4.523809524,4,3.899333313,929.047619
0,0.0,0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,-2.710743802,13.2546386,544.6716846,0.262054817,7.005904617,4.818181818,5,7.057851752,2096.955235
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-5.5,11.52629192,395.4734835,0.150499169,3.446992938,8.0,4,8.065458132,1512.5
0,0.0,0,0.0,0.3,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.0,0.0,0,0.0,1.0,0.0,0,-5.040562466,12.82599837,581.4433955,0.10130303,4.754310304,4.395348837,5,8.546797305,2234.844498
0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0,34.0,34.0,0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0,-4.2928,11.58277271,419.0245945,0.120166551,2.18471415,8.5,5,8.587067955,1602.912293
0,0.0,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693.0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-5.777777778,9.134370237,368.7904174,0.163095064,3.73468262,8.666666667,3,8.372634415,1397.666667
5,0.0,0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-1.14,6.47,244.7080489,0.17,3.85,3.7,5,2.91,918.13
0,0.0,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0,0.0,10.0,0.0,0,2.64,10.92382327,548.6853236,0.109859001,4.991703425,4.4,4,7.491418361,2093.6
0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,-0.25,11.53,588.437985,0.12,6.03,4.5,4,6.46,2250.5
0,0.0,0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.27,12.83,469.9351993,0.11,3.49,7.88,5,7.64,1806.29
0,0.0,0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-17.92,14.7,441.016415,0.13,6.12,6.91,6,6.44,1707.45
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0,1.888888889,12.41459683,594.7083332,0.246152806,19.05954827,3.666666667,6,9.910915715,2282.194003
0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,-15.40740741,13.14594406,428.7017339,0.037646832,5.232513176,4.444444444,5,5.64713986,1649.838175
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-2.716658499,10.58348832,354.3184719,0.189878646,7.100593467,7.912175649,5,7.799244898,1350.224444
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892.0
0,0.0,0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.27,12.83,469.9351993,0.11,3.49,7.88,5,7.64,1806.29
0,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,-17.44,13.38,515.8708658,0.11,5.53,4.2,5,5.76,1987.09
0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-0.92,9.713640154,388.6624044,0.132075736,3.833181374,7.6,4,7.760129907,1476.2
0,0.0,0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0,-1.632653061,9.592743656,509.5032603,0.102678416,7.369032927,4.714285714,4,6.338674258,1934.285714
0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.675736961,12.56917544,400.6190634,0.111239155,3.466126823,6.714285714,5,7.19336934,1538.283298
0,0.0,0,10.5,85.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.025,2.025,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-1.096988712,4.559688538,175.5644454,0.103345495,4.151515189,3.25,4,2.758612773,654.0207819
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09
0,0.0,0,0.0,0.5,0.0,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.8,0.0,0,-8.62,13.78,587.1169034,0.1,4.23,4.3,6,7.56,2264.97
0,0.0,0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-23.25,11.52629192,317.4058316,0.166883193,6.924399486,7.0,4,5.758848377,1214.0
0,0.0,0,0.0,13.0,0.0,4.0,0.0,0.0,33.0,36.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-11.8635355,11.80885555,342.0813631,0.149505967,5.723897154,7.25,5,6.861238055,1309.742822
0,0.0,0,0.0,10.0,0.0,6.0,0.0,8.0,0.0,15.0,25.0,36.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0,-6.5,11.53,825.6503925,0.36,2.27,5.5,4,13.64,3157.75
0,0.3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0,0.5,0.0,0.0,0,-17.22011898,14.16626487,546.3815775,0.356784662,13.92424922,4.465116279,6,7.704334843,2111.003024
0,0.0,0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,32.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-10.4312,13.04996086,361.1366748,0.112695874,5.485776742,7.32,5,6.888932523,1389.294294
0,0.0,0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,35.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.14,11.89,383.4209221,0.1,4.41,7.5,5,7.35,1468.48
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71
0,0.0,0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-7.27,12.83,469.9351993,0.11,3.49,7.88,5,7.64,1806.29
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-13.91608889,12.02945239,392.7831402,0.133739693,5.411474587,7.656666667,5,7.379340731,1505.139411
0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.16,13.38,467.623384,0.14,0.92,8.0,5,8.03,1801.2
0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.2,0,-5.148788927,11.74934157,530.1557462,0.183776229,4.168428293,6.235294118,5,8.666826103,2029.318885
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25
0,0.0,0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,-12.33560091,12.56917544,546.2139225,0.222844933,6.049819476,6.380952381,5,8.547804774,2097.394804
0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1.0,0.0,0,3.5,11.53,697.736195,0.12,3.95,4.5,4,11.06,2668.5
0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71
0,0.0,0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,35.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-6.26,13.37699643,403.4622915,0.113643082,2.403624139,7.95,6,7.871764882,1554.05548
0,0.0,0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0,0.75,0.5,0.0,0,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,0,1.0,0.0,0.0,0,-3.041322314,13.2546386,564.8540131,0.295176093,5.94173945,4.636363636,5,8.690997848,2174.656946
0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0,-1.6,13.38,634.561604,0.31,5.06,4.6,5,8.7,2444.2
0,0.0,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693.0
0,0.0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,-14.56,13.38161053,432.9526956,0.039698866,5.90234915,4.6,5,5.765972232,1667.706423
0,0.0,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5
