化学式,dHmix,dSmix,dGmix,电子数差,原子尺寸差,电子浓度,元素种类,密度,熔点,硬度
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNi,-4.89,9.13,499.23715,0.11,1.12,8.33,3,8.28,1892,3.54
CoCrNiMo0.05,-4.874118387,9.289246706,422.3134414,0.111272373,0.168045878,8.332225914,4,8.293769544,1601.445183,3.572661914
CoCuHfNiTiZr,-23.52,13.38,503.678223,0.26,10.21,6.4,6,8.5,1940.15,1.1
CoFeMnNi,-4,11.53,446.194555,0.14,0.66,8.5,4,8.26,1706.5,4.92
CoFeMnNi,-4,11.53,446.194555,0.14,0.66,8.5,4,8.26,1706.5,4.92
CoFeMnNi,-4,11.53,446.194555,0.14,0.66,8.5,4,8.26,1706.5,4.92
CoFeMnNi,-4,11.53,446.194555,0.14,0.66,8.5,4,8.26,1706.5,4.92
CoFeMnNi,-4,11.53,446.194555,0.14,0.66,8.5,4,8.26,1706.5,4.92
CoFeNi,-1.33,9.13,466.7847,0.03,0.75,9,3,8.54,1769,12.12
CoFeNi,-1.33,9.13,466.7847,0.03,0.75,9,3,8.54,1769,12.12
CoFeNi,-1.33,9.13,466.7847,0.03,0.75,9,3,8.54,1769,12.12
CoFeNi,-1.33,9.13,466.7847,0.03,0.75,9,3,8.54,1769,12.12
CoFeNi2V0.5Mo0.2,-6.826618379,11.59727816,407.9007294,0.103645634,2.462154283,8.659574468,5,8.400470171,1560.456422,3.114989373
CoFeNi2V0.5Mo0.2,-6.826618379,11.59727816,407.9007294,0.103645634,2.462154283,8.659574468,5,8.400470171,1560.456422,3.114989373
CoFeNi2V0.5Mo0.2,-6.826618379,11.59727816,407.9007294,0.103645634,2.462154283,8.659574468,5,8.400470171,1560.456422,3.114989373
CoFeNi2V0.5Mo0.2,-6.826618379,11.59727816,407.9007294,0.103645634,2.462154283,8.659574468,5,8.400470171,1560.456422,3.114989373
CoFeNiSi0.25,-11.83431953,10.68652014,390.2702678,0.032490326,2.025282421,8.615384615,4,7.737887735,1487.846154,1.590198813
CoMnNi,-5.777777778,9.134370237,368.7904174,0.163095064,3.73468262,8.666666667,3,8.372634415,1397.666667,2.641475428
CoMnNi,-5.777777778,9.134370237,368.7904174,0.163095064,3.73468262,8.666666667,3,8.372634415,1397.666667,2.641475428
CoMnNi,-5.777777778,9.134370237,368.7904174,0.163095064,3.73468262,8.666666667,3,8.372634415,1397.666667,2.641475428
CoNi,0,5.763145962,393.9071229,0.015,0.200240288,9.5,2,8.9,1474,
Cr1.75Cu0.25MnFeNi,-1.6,12.32940863,390.2960197,0.134551106,3.268190907,7.65,5,7.781753766,1497.282903,13.64274419
Cr10Nb30Ti30Zr30,-0.96,10.92382327,518.8312471,0.121082616,7.023519911,4.5,4,6.594663456,1979.7,25.6351409
Cr10Nb30Ti30Zr30,-0.96,10.92382327,518.8312471,0.121082616,7.023519911,4.5,4,6.594663456,1979.7,25.6351409
Cr20Fe6Co34Ni34Mo6,-4.2928,11.58277271,419.0245945,0.120166551,2.18471415,8.5,5,8.587067955,1602.912293,5.061964947
Cr20Fe6Co34Ni34Mo6,-4.2928,11.58277271,419.0245945,0.120166551,2.18471415,8.5,5,8.587067955,1602.912293,5.061964947
Cr20Fe6Co34Ni34Mo6,-4.2928,11.58277271,419.0245945,0.120166551,2.18471415,8.5,5,8.587067955,1602.912293,5.061964947
Cr20Fe6Co34Ni34Mo6,-4.2928,11.58277271,419.0245945,0.120166551,2.18471415,8.5,5,8.587067955,1602.912293,5.061964947
Cr20Fe6Co34Ni34Mo6,-4.2928,11.58277271,419.0245945,0.120166551,2.18471415,8.5,5,8.587067955,1602.912293,5.061964947
Cr20Fe6Co34Ni34Mo6,-4.2928,11.58277271,419.0245945,0.120166551,2.18471415,8.5,5,8.587067955,1602.912293,5.061964947
Cr26Mn20Fe20Co20Ni14,-3.7232,13.22962036,391.7481361,0.135458481,3.262141651,7.76,5,7.924909869,1508.06978,6.329195708
Cr2MnFeNi,-3.52,11.07635214,416.2979259,0.129830659,3.283574153,7.4,4,7.692890375,1589.4,5.860869227
CrCoCuFeNi,3.2,13.38161053,369.8586286,0.092217135,1.033203661,8.8,5,8.344238564,1424.611829,7.099621111
CrCoFeNiMn,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CrCoFeNiMn,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CrCoFeNiMn,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CrCuFeMnNi,2.72,13.38,446.328443,0.14,0.92,8.4,5,8.04,1719.15,8.46
CrCuFeMnNi,2.72,13.38,446.328443,0.14,0.92,8.4,5,8.04,1719.15,8.46
CrCuFeMnNi,2.72,13.38,446.328443,0.14,0.92,8.4,5,8.04,1719.15,8.46
CrCuFeMnNi,2.72,13.38,446.328443,0.14,0.92,8.4,5,8.04,1719.15,8.46
CrCuFeMnNi,2.72,13.38,446.328443,0.14,0.92,8.4,5,8.04,1719.15,8.46
CrCuFeMnNi,2.72,13.38,446.328443,0.14,0.92,8.4,5,8.04,1719.15,8.46
CrCuFeMnNi,2.72,13.38,446.328443,0.14,0.92,8.4,5,8.04,1719.15,8.46
CrFeCoNiCuTi0.5,-3.702479339,14.69798576,372.0107329,0.122359719,4.822178394,8.363636364,6,7.841713198,1440.230486,6.80172384
CrFeMnV,-2.25,11.52629192,426.6574732,0.102072278,3.545392507,6.5,4,7.110005157,1631.75,9.758414884
CrFeTaVW,-2.5,11.52629192,568.1798676,0.293001706,3.988919302,6.25,4,10.65175637,2173,11.2780156
CrHfNbTiZr,-4,13.38161053,529.5053322,0.144996552,8.626538583,4.6,5,8.252868031,2039.567895,7.736972532
CrHfNbTiZr,-4,13.38161053,529.5053322,0.144996552,8.626538583,4.6,5,8.252868031,2039.567895,7.736972532
CrHfNbTiZr,-4,13.38161053,529.5053322,0.144996552,8.626538583,4.6,5,8.252868031,2039.567895,7.736972532
CrHfNbTiZr,-4,13.38161053,529.5053322,0.144996552,8.626538583,4.6,5,8.252868031,2039.567895,7.736972532
CrHfNbTiZr,-4,13.38161053,529.5053322,0.144996552,8.626538583,4.6,5,8.252868031,2039.567895,7.736972532
CrMn0.3FeVCu0.06,2.186791383,11.38813601,433.4125033,0.098349024,3.081938936,6.476190476,5,7.07566865,1656.692131,10.05002344
CrMn0.5FeVCu0.10,2.37654321,11.98251164,421.5294505,0.10315808,3.248968031,6.555555556,5,7.114770999,1614.938051,9.519724682
CrMn0.7FeVCu0.14,2.520616319,12.32346653,411.9592169,0.106926652,3.361580698,6.625,5,7.149092989,1580.336714,9.061824011
CrMnFeCoNi,-4.16,13.38,467.623384,0.14,0.92,8,5,8.03,1801.2,5.79
CrMoNbTaVW,-4.89,14.9,731.019483,0.32,4.78,5.5,6,11.68,2832.33,8.63
CrMoNbTaVW,-4.89,14.9,731.019483,0.32,4.78,5.5,6,11.68,2832.33,8.63
CrMoNbTiW,-7.04,13.38161053,622.7562125,0.355662762,7.65394798,5,5,10.77298381,2398.764023,5.078766025
CrMoNbTiW,-7.04,13.38161053,622.7562125,0.355662762,7.65394798,5,5,10.77298381,2398.764023,5.078766025
CrMoNbTiW,-7.04,13.38161053,622.7562125,0.355662762,7.65394798,5,5,10.77298381,2398.764023,5.078766025
CrNbTiVZr,-4.64,13.38,580.609528,0.12,7.67,4.8,5,6.56,2236.4,6.45
CrNbTiVZr,-4.64,13.38,580.609528,0.12,7.67,4.8,5,6.56,2236.4,6.45
CrNbTiVZr,-4.64,13.38,580.609528,0.12,7.67,4.8,5,6.56,2236.4,6.45
CrNbTiVZr,-4.64,13.38,580.609528,0.12,7.67,4.8,5,6.56,2236.4,6.45
CrNbTiZr,-5,11.53,588.2371325,0.12,7.84,4.75,4,6.64,2249.75,5.19
CrNbTiZr,-5,11.53,588.2371325,0.12,7.84,4.75,4,6.64,2249.75,5.19
CrNbTiZr,-5,11.53,588.2371325,0.12,7.84,4.75,4,6.64,2249.75,5.19
CrNbTiZr,-5,11.53,588.2371325,0.12,7.84,4.75,4,6.64,2249.75,5.19
CrNbTiZr,-5,11.53,588.2371325,0.12,7.84,4.75,4,6.64,2249.75,5.19
Cu0.25AlCoCrFeNiTi0.5,-15.50094518,15.54594215,345.8442641,0.134073873,6.583863842,7.086956522,7,6.555763738,1343.3844,1.621226963
Cu0.5AlCoCrFeNiTi0.5,-13.41666667,15.85804053,340.8463734,0.134091594,6.457723041,7.25,7,6.647723986,1325.570478,1.889632854
Fe17.8Co17.8Ni17.8Cr17.8Mn17.8Al11,-9.639056,14.790722,359.1363393,0.139358008,5.029727668,7.45,6,7.225798285,1390.910432,2.55343005
Fe18.2Co18.2Ni18.2Cr18.2Mn18.2Al9,-8.752016,14.69270484,363.8434384,0.139334699,4.795875214,7.55,6,7.365825461,1408.602069,2.823290859
Fe18.6Co18.6Ni18.6Cr18.8Mn18.8Al7,-7.816464,14.5537692,368.6279419,0.139241494,4.532785035,7.65,6,7.508191348,1426.35378,3.164370203
Fe18Co18Ni18Cr18Mn18Al10,-9.2016,14.74633953,361.4810395,0.139355086,4.916168464,7.5,6,7.295523151,1399.74876,2.68096126
Fe19.6Co19.6Ni19.6Cr19.6Mn19.6Al2,-5.265344,13.92912081,381.0874537,0.138701498,3.702725802,7.9,6,7.874730627,1470.997899,4.614028408
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,-4.55535104,13.47480184,386.5139567,0.142592305,3.704961557,7.992,6,8.016986146,1489.329417,5.213442537
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,-4.55535104,13.47480184,386.5139567,0.142592305,3.704961557,7.992,6,8.016986146,1489.329417,5.213442537
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,-4.55535104,13.47480184,386.5139567,0.142592305,3.704961557,7.992,6,8.016986146,1489.329417,5.213442537
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2,-4.55535104,13.47480184,386.5139567,0.142592305,3.704961557,7.992,6,8.016986146,1489.329417,5.213442537
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5,-5.142411887,13.57597572,386.5054827,0.148651873,4.272583477,7.980059821,6,8.003874311,1489.879845,4.65440165
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5,-5.142411887,13.57597572,386.5054827,0.148651873,4.272583477,7.980059821,6,8.003874311,1489.879845,4.65440165
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,-5.72239944,13.66069023,386.5213578,0.154404701,4.769705563,7.968190855,6,7.990822066,1490.429972,4.210073056
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,-5.72239944,13.66069023,386.5213578,0.154404701,4.769705563,7.968190855,6,7.990822066,1490.429972,4.210073056
Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,-5.72239944,13.66069023,386.5213578,0.154404701,4.769705563,7.968190855,6,7.990822066,1490.429972,4.210073056
Fe20Co23Ni17Cr20Mn20,-3.886419753,13.10421444,395.7894519,0.123693618,2.58997738,8.077777778,5,8.096366177,1522.892483,6.055888796
Fe20Co27Ni13Cr20Mn20,-3.768,13.17352896,387.6859505,0.136373714,3.255827217,7.93,5,8.025996582,1492.110165,6.171631081
Fe22Co20Ni19Cr20Mn12Al7,-7.5184,14.40897963,374.8877458,0.130196621,4.345955752,7.71,6,7.544302414,1449.76134,3.301951799
Fe22Co20Ni19Cr20Mn12Al7,-7.5184,14.40897963,374.8877458,0.130196621,4.345955752,7.71,6,7.544302414,1449.76134,3.301951799
Fe22Co20Ni19Cr20Mn12Al7,-7.5184,14.40897963,374.8877458,0.130196621,4.345955752,7.71,6,7.544302414,1449.76134,3.301951799
Fe28Ni18Mn33Al21,-13.4844,11.29676653,324.7052707,0.14752071,5.708363976,6.98,4,6.482580111,1240.79,1.268326861
Fe28Ni18Mn33Al21,-13.4844,11.29676653,324.7052707,0.14752071,5.708363976,6.98,4,6.482580111,1240.79,1.268326861
Fe28Ni18Mn33Al21,-13.4844,11.29676653,324.7052707,0.14752071,5.708363976,6.98,4,6.482580111,1240.79,1.268326861
Fe28Ni18Mn33Al21,-13.4844,11.29676653,324.7052707,0.14752071,5.708363976,6.98,4,6.482580111,1240.79,1.268326861
Fe28Ni18Mn33Al21,-13.4844,11.29676653,324.7052707,0.14752071,5.708363976,6.98,4,6.482580111,1240.79,1.268326861
Fe28Ni18Mn33Al21,-13.4844,11.29676653,324.7052707,0.14752071,5.708363976,6.98,4,6.482580111,1240.79,1.268326861
Fe29Ni19Mn38Al14,-10.9216,10.95397309,337.1689421,0.15132746,5.316103858,7.3,4,6.915332266,1286.72,1.564493664
Fe30Ni20Mn35Al15,-11.33,11.10051501,336.7521228,0.150847605,5.423557397,7.3,4,6.870634339,1285.85,1.527423027
Fe33.5Ni33.5Cr15Mn10Al3Ti5,-10.0974,12.4927989,386.2813635,0.13300812,4.853637233,7.92,6,7.5808311,1482.843696,2.17256681
Fe33.5Ni33.5Cr15Mn10Al4Ti4,-9.7426,12.51380718,383.5316131,0.131911296,4.78716918,7.91,6,7.557719697,1472.405702,2.242065514
Fe33.5Ni33.5Cr15Mn10Al5Ti3,-11.27873016,12.94078723,369.3521255,0.132894994,5.306087331,7.666666667,6,7.221917382,1420.305016,1.94300606
Fe33Ni19Mn34Al14,-10.56,11.00376389,340.1443933,0.149570585,5.393118654,7.34,4,6.931149464,1298.32,1.637508034
Fe34Cr34Ni14Al14Co4,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe34Cr34Ni14Al14Co4,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe34Cr34Ni14Al14Co4,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe34Ni16Mn39Al11,-8.8868,10.55966527,344.4519257,0.149598262,5.146793324,7.38,4,7.082812618,1312.53,1.884170909
Fe36Co21Cr18Ni15Al10,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe36Co21Cr18Ni15Al10,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe36Co21Cr18Ni15Al10,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe36Co21Cr18Ni15Al10,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe36Co21Cr18Ni15Al10,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe36Co21Cr18Ni15Al10,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe36Co21Cr18Ni15Al10,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe36Co21Cr18Ni15Al10,-7.5744,12.62984004,379.8481044,0.103058187,4.429915505,7.65,5,7.372379037,1458.906346,2.888096034
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13,-9.798,10.87153784,343.5855689,0.148163558,5.351956687,7.38,4,6.992100479,1310.79,1.757487614
Fe36Ni18Mn33Al13C1.26,-12.0861034,11.29290282,340.7477765,0.173422991,7.007133,7.337941932,5,6.9501179,1302.065806,1.471835746
Fe36Ni18Mn33Al13Ti2,-10.87543253,11.46079052,341.2440474,0.148891199,5.55053626,7.31372549,5,6.924875452,1304.794503,1.662875602
Fe36Ni18Mn33Al13Ti6,-12.77002492,12.06471769,343.0010535,0.150019935,5.87601992,7.188679245,5,6.800908559,1314.555167,1.500013878
Fe37.5Ni37.5Cr15Mn10,-4.005,10.39680622,400.0850909,0.118417693,2.534584435,8.35,4,8.083310469,1523.55,4.664155239
Fe37Mn45Co9Cr9,-0.882,9.650030892,376.5579718,0.1392543,4.092070055,7.46,4,7.690438695,1429.88,18.63298425
Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,-8.1781746,11.54335869,355.5740424,0.165555851,6.453990904,7.346191889,6,7.21529413,1360.004545,2.305170731
Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,-8.1781746,11.54335869,355.5740424,0.165555851,6.453990904,7.346191889,6,7.21529413,1360.004545,2.305170731
Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,-8.1781746,11.54335869,355.5740424,0.165555851,6.453990904,7.346191889,6,7.21529413,1360.004545,2.305170731
Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,-8.1781746,11.54335869,355.5740424,0.165555851,6.453990904,7.346191889,6,7.21529413,1360.004545,2.305170731
Fe40.4Ni11.3Mn34.8Al7.5Cr6C1.1,-8.1781746,11.54335869,355.5740424,0.165555851,6.453990904,7.346191889,6,7.21529413,1360.004545,2.305170731
Fe40Mn27Ni26Co5Cr2,-3.4172,10.79468703,374.5031969,0.142942331,3.715774934,8.26,5,8.030897709,1428.295292,5.374742309
Fe40Mn27Ni26Co5Cr2,-3.4172,10.79468703,374.5031969,0.142942331,3.715774934,8.26,5,8.030897709,1428.295292,5.374742309
Fe40Mn40Co10Cr10,-0.96,9.923722948,380.7230282,0.138289551,4.045008413,7.5,4,7.715282655,1447.2,17.78362164
Fe40Mn40Co10Cr10,-0.96,9.923722948,380.7230282,0.138289551,4.045008413,7.5,4,7.715282655,1447.2,17.78362164
Fe40Mn40Co10Cr10,-0.96,9.923722948,380.7230282,0.138289551,4.045008413,7.5,4,7.715282655,1447.2,17.78362164
Fe40Mn40Co10Cr10,-0.96,9.923722948,380.7230282,0.138289551,4.045008413,7.5,4,7.715282655,1447.2,17.78362164
Fe45Cr10V10Co10Ni25,-5.82,11.61262282,407.5763649,0.092714616,1.739286365,8.1,5,7.929630605,1559.303243,3.656286656
Fe45Cr10V10Co10Ni25,-5.82,11.61262282,407.5763649,0.092714616,1.739286365,8.1,5,7.929630605,1559.303243,3.656286656
Fe45Cr10V10Co20Ni15,-5.36,11.85892612,408.475666,0.090138782,1.732527204,8,5,7.930000747,1564.215923,4.065146781
Fe45Cr10V10Co20Ni15,-5.36,11.85892612,408.475666,0.090138782,1.732527204,8,5,7.930000747,1564.215923,4.065146781
Fe45Cr10V10Co30Ni5,-4.9,11.06508518,411.0116893,0.087384209,1.724828537,7.9,5,7.930370606,1569.155413,4.160258434
Fe45Cr10V10Co30Ni5,-4.9,11.06508518,411.0116893,0.087384209,1.724828537,7.9,5,7.930370606,1569.155413,4.160258434
Fe45Cr10V10Co35,-4.67,9.87162138,418.0273851,0.085934568,1.720623695,7.85,4,7.93055543,1588.7,3.935648451
Fe50Mn30Co10Cr10,-0.92,9.713640154,388.6624044,0.132075736,3.833181374,7.6,4,7.760129907,1476.2,18.47017
Fe50Mn30Co10Cr10,-0.92,9.713640154,388.6624044,0.132075736,3.833181374,7.6,4,7.760129907,1476.2,18.47017
Fe50Mn30Co10Cr10,-0.92,9.713640154,388.6624044,0.132075736,3.833181374,7.6,4,7.760129907,1476.2,18.47017
Fe68.25Mn27Al4.1Si0.52Nb0.05C0.08,-3.05526096,6.502275483,375.1120758,0.128831083,4.698428729,7.4995,6,7.410532259,1407.573486,3.576953739
Fe70.04Mn28Al1.6Si0.28C0.08,-1.42603584,5.77166321,381.3772677,0.128723899,4.314574455,7.6256,5,7.600816047,1427.164118,6.881762834
FeCoNiCr,-3.75,11.53,414.4320773,0.1,0.3,8.25,4,8.19,1585,5.71
FeCoNiCrMn,-4.16,13.38161053,386.5578337,0.138361844,3.269463577,8,5,8.025760676,1488.962298,5.668245305
FeCoNiCrMn,-4.16,13.38161053,386.5578337,0.138361844,3.269463577,8,5,8.025760676,1488.962298,5.668245305
FeCrCoMnNi,-4.16,13.38161053,386.5578337,0.138361844,3.269463577,8,5,8.025760676,1488.962298,5.668245305
FeMnNi,-4.444444444,9.134370237,372.3099592,0.154344492,3.928542706,8.333333333,3,8.037856306,1411,3.461321168
FeMnNi,-4.444444444,9.134370237,372.3099592,0.154344492,3.928542706,8.333333333,3,8.037856306,1411,3.461321168
FeMnNi,-4.444444444,9.134370237,372.3099592,0.154344492,3.928542706,8.333333333,3,8.037856306,1411,3.461321168
FeMnNi,-4.444444444,9.134370237,372.3099592,0.154344492,3.928542706,8.333333333,3,8.037856306,1411,3.461321168
FeMnNiCoCr,-4.16,13.38161053,386.5578337,0.138361844,3.269463577,8,5,8.025760676,1488.962298,5.668245305
Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0.871231589,12.44557018,641.3159738,0.101210115,4.416208731,4.614770459,5,10.39624111,2461.347915,39.06238727
Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0.871231589,12.44557018,641.3159738,0.101210115,4.416208731,4.614770459,5,10.39624111,2461.347915,39.06238727
Hf0.4Nb1.54Ta1.54Ti0.89Zr0.64,0.871231589,12.44557018,641.3159738,0.101210115,4.416208731,4.614770459,5,10.39624111,2461.347915,39.06238727
Hf0.5Mo0.5NbTiZrC0.1,-6.472337894,13.60418835,546.1732103,0.298721248,9.450575175,4.487804878,6,7.826605251,2105.584046,4.999854231
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
Hf0.75NbTa0.5Ti1.5Zr1.25,2.36,12.84151644,557.1020651,0.118594899,4.915964063,4.3,4,8.431908695,2141.385887,13.13826368
HfMo0.25NbTaTiZr,2.467120181,14.33614554,593.2816897,0.189533381,5.272716799,4.476190476,6,9.922611245,2293.630178,14.91525807
HfMo0.5NbTiV0.5,-2.188365651,12.6484181,544.2137787,0.165384845,8.125950407,4.394736842,5,8.294155814,2090.311736,13.66044664
HfMo0.5NbTiV0.5,-2.188365651,12.6484181,544.2137787,0.165384845,8.125950407,4.394736842,5,8.294155814,2090.311736,13.66044664
HfMo0.5NbTiV0.5Si0.3,-16.36560303,14.16626487,554.3696281,0.254130827,7.879095001,4.581395349,6,8.485372575,2141.861429,2.090463242
HfMo0.5NbTiV0.5Si0.3,-16.36560303,14.16626487,554.3696281,0.254130827,7.879095001,4.581395349,6,8.485372575,2141.861429,2.090463242
HfMo0.5NbTiV0.5Si0.5,-31.11815301,14.53503029,545.845943,0.256563457,9.442048204,4.531914894,6,7.91567082,2111.996306,1.114081989
HfMo0.5NbTiV0.5Si0.5,-31.11815301,14.53503029,545.845943,0.256563457,9.442048204,4.531914894,6,7.91567082,2111.996306,1.114081989
HfMo0.5NbTiV0.5Si0.7,-31.11815301,14.53503029,545.845943,0.256563457,9.442048204,4.531914894,6,7.91567082,2111.996306,1.114081989
HfMo0.5NbTiV0.5Si0.7,-31.11815301,14.53503029,545.845943,0.256563457,9.442048204,4.531914894,6,7.91567082,2111.996306,1.114081989
HfMo0.5NbTiV0.5Si0.7,-31.11815301,14.53503029,545.845943,0.256563457,9.442048204,4.531914894,6,7.91567082,2111.996306,1.114081989
HfMo0.75NbTaTiZr,2.056710775,14.85564568,597.427759,0.262094227,5.653424959,4.608695652,6,9.943533814,2314.308612,18.68924344
HfMoNbTaTi,2.72,13.38161053,592.5022515,0.118253964,4.99441746,4.4,5,9.910915715,2282.194003,12.57155081
HfMoNbTaTi,2.72,13.38161053,592.5022515,0.118253964,4.99441746,4.4,5,9.910915715,2282.194003,12.57155081
HfMoNbTaTi,2.72,13.38161053,592.5022515,0.118253964,4.99441746,4.4,5,9.910915715,2282.194003,12.57155081
HfMoNbTaTiZr,1.888888889,12.41459683,594.7083332,0.246152806,19.05954827,3.666666667,6,9.910915715,2282.194003,16.79482883
HfMoNbTaTiZr,1.888888889,12.41459683,594.7083332,0.246152806,19.05954827,3.666666667,6,9.910915715,2282.194003,16.79482883
HfMoNbTaTiZr,1.888888889,12.41459683,594.7083332,0.246152806,19.05954827,3.666666667,6,9.910915715,2282.194003,16.79482883
HfMoNbTaTiZr,1.888888889,12.41459683,594.7083332,0.246152806,19.05954827,3.666666667,6,9.910915715,2282.194003,16.79482883
HfMoNbTaZr,-1.12,13.38161053,621.8810016,0.311152696,6.301264119,4.8,5,10.92817442,2395.370077,31.88312174
HfMoNbTaZr,-1.12,13.38161053,621.8810016,0.311152696,6.301264119,4.8,5,10.92817442,2395.370077,31.88312174
HfMoNbTaZr,-1.12,13.38161053,621.8810016,0.311152696,6.301264119,4.8,5,10.92817442,2395.370077,31.88312174
HfMoNbTiZr,-1.6,13.38,634.561604,0.31,5.06,4.6,5,8.7,2444.2,20.44
